dish_name,dish_rating,cooking_time,course,cuisine,ingredients
Kittencalâs Chinese Chicken Balls With Sweet and Sour Sauce,4,3000,,Asian,"['ketchup', 'soy sauce', 'white vinegar', 'brown sugar', 'white sugar', 'cold water', 'corn starch', 'all purpose flour', 'baking powder', 'baking soda', 'garlic powder', 'sugar', 'sesame oil', 'oil', 'chicken breast', 'seasoning salt']"
Asian Beef with Vegetables,4,1500,[Main Dishes],Asian,"['oyster sauce', 'soy sauce', 'dry sherry', 'brown sugar', 'sweet chili sauce', 'vegetable oil', 'rump steak', 'black pepper', 'corn starch', 'mushroom', 'red bell pepper', 'snow pea', 'garlic', 'ginger', 'mung bean sprout', 'scallion']"
Asian-Style Garlic Beef,4,2400,[Main Dishes],Asian,"['soy sauce', 'fresh lime juice', 'light brown sugar', 'fish sauce', 'garlic', 'peanut oil', 'freshly ground pepper', 'kosher salt', 'beef tenderloin', 'yellow onion', 'salted peanut', 'scallion']"
Slow Cooker Japanese Pork and Ramen Soup,4,2700,"[Soups, Main Dishes]",Japanese,"['onion', 'garlic clove', 'fresh ginger', 'vegetable oil', ' chicken broth', 'shiitake', 'boneless country pork rib', 'salt', 'pepper', 'ramen noodle', 'baby spinach', 'white miso', ' soy sauce', 'mirin', 'toasted sesame oil', 'scallion', 'sesame seed']"
Easy Asian Slaw for Korean Pork Tacos,4,900,[],Asian,"['shredded cabbage', 'mayonnaise', 'rice vinegar', 'soy sauce', 'honey']"
California Rolls,5,2400,"[Appetizers, Lunch and Snacks, Main Dishes]",Asian,"['nori', 'sushi rice', 'imitation crab meat', 'avocado', 'japanese cucumber', 'toasted sesame seed']"
Thai green curry | Vegan and gluten free,4,1200,[Main Dishes],Thai,"['coconut oil', 'eggplant', 'green curry paste', 'oyster mushroom', 'vegetable stock', 'coconut milk', 'lime leaf', 'baby corn', 'fish sauce', 'lime juice', 'caster sugar', 'red chili pepper', 'rice']"
Malaysian Fried Rice,4,2100,,Asian,"['curry', 'sambal ulek', 'garlic', 'shallot', 'vegetable oil', 'cooked chicken', 'frozen pea', 'salt', 'cooked brown rice', 'fried egg', 'fresh chile', 'sliced cucumber', 'bawang goreng', 'scallion', 'kaffir lime']"
Quick and Easy Stir-Fry Chicken,3,2400,[Main Dishes],Asian,"['soy sauce', 'chicken broth', 'sesame oil', 'boneless chicken breast', 'corn starch', 'sugar', 'rice vinegar', 'hoisin sauce', 'ginger', 'salt', 'canola oil', 'snow pea', 'carrot', 'cashew nut']"
Chicken Udon Soup,4,3600,[Soups],Japanese,"[' chicken broth', 'cooked chicken', 'fresh ginger', ' soy sauce', 'mirin', 'carrot', 'napa cabbage', 'shiitake', 'broccoli floret', 'green onion', 'fresh udon', 'soft boiled egg']"
3 Easy Dipping Sauce Recipes | Asian Inspired #GameDayGrub,4,900,[],Asian,"['ranch dressing', 'sriracha', 'garlic', 'sesame seed', 'ketchup', 'plum sauce', 'ground ginger', 'green onion', 'avocado', 'lime juice', 'fresh cilantro', 'wasabi powder', 'kosher salt', 'tomato']"
Tasty Chinese Spring Rolls with Vegetables,4,2100,[],Chinese,"['spring roll wrapper', 'rice noodle', 'carrot', 'pepper', 'cabbage', 'spring onion', 'garlic clove', 'mushroom', 'tamari soy sauce', 'salt', 'ginger', 'egg', 'oil']"
Kenchinjiru,4,3000,[Soups],Japanese,"['konbu', 'water', 'dried shiitake mushroom', 'firm tofu', 'konnyaku', 'daikon', 'carrot', 'sato imo', 'gobo root', 'scallion', 'shichimi togarashi', 'pepper', 'sesame oil', 'sake', 'salt', 'soy sauce']"
Bangladeshi Beef Samosas,4,5100,[Main Dishes],Indian,"[' potato', 'frozen pea', 'vegetable oil', 'cumin seed', 'bay leaf', 'onion', 'ground beef', 'garlic', 'fresh ginger root', 'ground black pepper', 'salt', 'ground cumin', 'ground coriander', 'ground turmeric', 'chili powder', 'ground cinnamon', 'ground cardamom', 'chopped cilantro fresh', 'green chilies', 'oil', 'phyllo dough']"
Thai Basil Pesto,4,2700,,Thai,"['thai basil', 'dry roasted peanut', 'sugar', 'dark sesame oil', 'fish sauce', 'rice vinegar', 'crushed red pepper', 'garlic clove']"
Miso Vegetables & Tofu,5,1800,,Japanese,"['awase miso', 'sake', 'mirin', 'cane sugar', 'red pepper flake', 'veggie', 'firm tofu']"
Tom Yum Soup With Shrimp,4,3000,[Soups],Asian,"['water', 'lemon grass', 'lime leaf', 'thai chile', 'fish sauce', 'roasted red pepper', 'tamarind paste', 'chili paste with garlic', 'honey', 'shrimp', 'mushroom', 'tomato', 'lime', 'glass noodle', 'mung bean sprout', 'shredded basil', 'cilantro']"
Cauliflower Fried Rice,3,1200,[Side Dishes],Asian,"['cauliflower', 'onion', 'carrot', 'pea', 'corn', 'mushroom', 'green onion', 'raw cashew', 'garlic', 'fresh ginger', 'oil', 'sesame oil', 'soy sauce', 'tofu', 'ginger', 'nut']"
Scallion Beef Stir-fry,4,2700,[Main Dishes],Chinese,"['flank steak', 'oil', 'soy sauce', 'corn starch', 'sesame oil', 'hoisin sauce', 'hot water', 'white pepper', 'ginger', 'vegetable oil', 'scallion', 'shaoxing wine']"
Black Pepper Steak,5,3000,[Main Dishes],Asian,"['beef tenderloin', 'cooking oil', 'garlic', 'fresh ginger', 'green bell pepper', 'red bell pepper', 'onion', 'ground black pepper', 'salt', 'soy sauce', 'oyster sauce', 'worcestershire sauce', 'chinese rice wine', 'corn starch', 'sesame oil', 'sugar']"
Thai Curry World's Best! (Easy too),3,3000,[Main Dishes],Thai,"['skinless chicken thigh', 'coconut milk', 'vegetable oil', 'chopped onion', 'galangal', 'garlic', 'chili', 'white wine', 'chicken stock', 'fish sauce', 'cumin seed', 'tumeric', 'ground coriander', 'kaffir lime leaf', 'medium potato', 'cinnamon stick']"
How to Make Chinese Red Oil(difficult version),3,9000,,Asian,"['chili pepper', 'star anise', 'roasted sesame seed', 'szechwan peppercorn', 'cassia cinnamon', 'ginger root', 'oil']"
Thai Coconut Curry Squash Soup,4,2400,[Soups],Thai,"['squash', 'coconut oil', 'white onion', 'garlic', 'fresh ginger', 'thai chile', 'cilantro', 'cumin', 'ground cardamom', 'curry paste', 'vegetable broth', 'light coconut milk', 'juice', 'sriracha']"
Jazzy Edamame,4,1200,,Asian,"['grapeseed oil', 'sesame oil', 'frozen edamame bean', 'garlic', 'ginger', 'soy sauce', 'sriracha']"
Korean Beef Bowl,4,900,[Main Dishes],Asian,"['brown sugar', 'soy sauce', 'sesame oil', 'crushed red pepper flake', 'ground ginger', 'vegetable oil', 'garlic', 'ground beef', 'green onion', 'cooked rice']"
Asian Spring Rolls,3,1800,[Appetizers],Asian,"['spring roll wrapper', 'deveined shrimp', 'bibb lettuce', 'shredded carrot', 'sliced green onion', 'fresh cilantro', 'dipping sauce', 'seasoned rice wine vinegar']"
Beef with Snow Peas,5,3000,[Main Dishes],Asian,"['flank steak', ' soy sauce', 'sherry', 'brown sugar', 'corn starch', 'fresh ginger', 'snow pea', 'scallion', 'salt', 'peanut', 'crushed red pepper', 'jasmine']"
Hot and Sour Soup,3,960,[Soups],Asian,"['chicken stock', 'garlic', 'galangal', 'soy sauce', 'fish sauce', 'green chilies', 'chili flake', 'rice vinegar', 'brown sugar', 'kaffir lime leaf', 'lime juice', 'egg', 'shrimp shell', 'vegetable', 'fresh shiitake mushroom', 'chinese cabbage', 'frozen spinach', 'bamboo shoot', 'fresh coriander', 'chili sauce']"
Thai Chicken Zucchini Noodles with Spicy Peanut Sauce,4,900,[Main Dishes],Thai,"['grapeseed oil', 'chicken finger', 'zucchini', 'carrot', 'red pepper', 'beansprouts', 'fresh cilantro', 'green onion', 'sesame seed', 'garlic clove', 'peanut butter', 'lime', 'tamari soy sauce', 'ground ginger', 'red pepper flake']"
How To Slow Cook Duck Legs,4,3300,[Main Dishes],Asian,"['duck drumstick', 'chinese five spice powder', 'shaoxing wine', 'soy sauce', 'ginger', 'garlic', 'dried shiitake mushroom', 'star anise', 'vegetable']"
Chicken-Coconut Soup,3,900,[Soups],Asian,"['chicken stock', 'coconut milk', 'straw mushroom', 'shallot', 'lemongrass', 'ground ginger', 'crushed red pepper', 'boneless skinless chicken breast', 'fresh lime juice', 'fish sauce', 'chopped cilantro fresh']"
Homemade Chow Mein,3,1800,,Asian,"['noodle', 'shredded cabbage', 'garlic clove', 'soy sauce', 'sesame oil', 'cooking oil', 'sugar', 'chili sauce', 'salt']"
Sushi Rice,5,2700,[],Asian,"['sushi rice', 'water', 'rice vinegar', 'white sugar', 'kosher salt', 'oil']"
Asian Cabbage Salad with Sesame Seeds,5,1200,[Salads],Asian,"['green cabbage', 'sesame seed', 'peanut', 'rice vinegar', 'sesame oil', 'agave nectar', 'chili garlic paste', 'ginger']"
Smoked Salmon And Ginger Stir Fry,4,1200,[Main Dishes],Asian,"['sesame oil', 'ginger', 'garlic', 'green', 'rice vermicelli', 'smoked salmon', 'soy sauce']"
"Spicy Asian Chicken, Veggie & Noodle Soup",4,3600,[Soups],Asian,"['chicken stock', 'fresh ginger', 'lime juice', 'fish sauce', 'chicken thigh', 'spinach', 'curry paste', 'jalapeno chilies', 'coriander', 'carrot', 'radish']"
Cashew Chicken,5,1800,[Main Dishes],Asian,"['roasted unsalted cashew', 'boneless skinless chicken breast', 'salt', 'ground black pepper', 'vegetable oil', 'garlic clove', 'scallion', 'rice vinegar', 'hoisin sauce', 'soy sauce', 'water', 'sesame oil']"
Asian Cucumber Salad,4,600,[Salads],Asian,"['cucumber', 'red chili pepper', 'spring onion', 'toasted sesame seed', 'tamari soy sauce', 'extra virgin olive oil', 'sesame oil', 'lime', 'minced ginger', 'minced garlic', 'sea salt']"
Steamed Asian Dumplings,4,1800,,Asian,"['soy sauce', 'ginger', 'water', 'sesame oil', 'ground turkey', 'zucchini', 'canola oil', 'wonton wrapper']"
Coconut Chicken,4,3600,[Main Dishes],Asian,"['chicken leg', 'peanut oil', 'un coconut milk', 'garlic', 'ginger', 'bok choy', 'red bell pepper', 'mushroom', 'ground turmeric', 'soy sauce', 'chicken broth', 'fresh cilantro']"
Homemade Potstickers with Three-Mushroom Filling,3,3900,[Appetizers],Asian,"['all purpose flour', 'salt', 'dried shiitake mushroom', 'button mushroom', 'oyster mushroom', 'scallion', 'garlic', 'dark soy sauce', 'light soy sauce', 'brown sugar', 'chili sauce', 'corn starch', 'vegetable oil']"
Spicy Shrimp Fried Rice,5,2100,[],Asian,"['brown rice', ' shrimp', 'egg white', 'egg', 'onion', 'garlic', 'scallion', 'oil', 'sesame oil', 'crushed red pepper flake', 'soy sauce', 'asian fish sauce', 'salt', 'pepper']"
Spicy Thai Noodle Soup,4,2400,[Soups],Asian,"['garlic', 'vegetable broth', 'red curry paste', 'cilantro', 'lime', 'carrot', 'jalapeno chilies', 'ginger', 'rice vinegar', 'black pepper', 'onion powder', 'salt', 'coconut milk', 'rice noodle', 'green onion', 'shrimp']"
General Taoâs Chicken Wings,4,3300,[],Asian,"['coconut amino', 'rice vinegar', 'sesame oil', 'chili paste', 'garlic', 'ground ginger', 'honey', 'arrowroot powder', 'chicken wing', 'avocado oil', 'green onion', 'sesame seed']"
"Japanese Eggplant, Teriyaki Style",3,1200,,Japanese,"['japanese eggplant', 'extra light olive oil', ' soy sauce', 'sugar', 'mirin', 'scallion']"
Asian Sesame Grilled Tuna Steak,4,2100,[Main Dishes],Asian,"['tuna steak', 'garlic', 'lemon juice', 'soy sauce', 'sesame oil', 'sesame seed', 'scallion']"
Aloo Palak (Indian Potatoes & Spinach),4,3300,[],Indian,"['garlic', 'spinach', 'onion', 'fresh ginger', 'waxy potato', 'green chilies', 'ghee', 'tumeric', 'garam masala', 'cumin seed', 'ground cumin', 'ground coriander', 'salt', 'cream']"
Vietnamese Fresh Spring Rolls,4,2100,[],Asian,"['rice vermicelli', 'rice', 'cooked shrimp', 'thai basil', 'fresh mint', 'chopped cilantro fresh', 'lettuce', 'fish sauce', 'water', 'fresh lime juice', 'garlic', 'white sugar', 'garlic chili sauce', 'hoisin sauce', 'peanut']"
Thai Coconut Chicken Soup,4,2100,[Soups],Thai,"['coconut milk', 'salt', 'chicken broth', 'minced ginger', 'chopped cilantro', 'cremini mushroom', 'fish sauce', 'chicken breast', 'lemongrass', 'red curry paste']"
Sweet and Sour Chicken,4,1680,[Main Dishes],Asian,"['boneless skinless chicken breast', 'kosher salt', 'corn starch', 'water', 'granulated sugar', 'rice vinegar', 'ketchup', ' soy sauce', 'oil', 'green bell pepper', 'red bell pepper', 'white onion', 'pineapple chunk', 'rice', 'green onion']"
Slow Cooker Chinese Hacked Pork,4,600,[Main Dishes],Chinese,"[' soy sauce', 'honey', 'hoisin sauce', 'garlic', 'ginger', 'chinese five spice powder', 'center cut pork roast', 'corn starch', ' chicken broth', 'scallion']"
Fragrant Pork And Aubergines,3,3600,[Main Dishes],Asian,"['oil', 'eggplant', 'garlic clove', 'fresh ginger root', 'red chili pepper', 'minced pork', 'shaoxing wine', 'chilli bean sauce', 'chicken stock', 'pak choi', 'rice vinegar', 'toasted sesame oil', 'spring onion', 'corn flour', 'cold water']"
Korean-Style Steamed Eggs (Gyeran Jjim),5,900,,Asian,"[' egg', 'salt', 'water', 'scallion', 'toasted sesame seed', 'mushroom', 'onion', 'zucchini', 'egg', 'carrot', 'vegetable', 'gochugaru', 'sesame seed', 'soy sauce', 'fish sauce', 'shrimp', 'stock']"
Firecracker Shrimp,5,1800,[Appetizers],Asian,"[' shrimp', 'sweet chili sauce', 'fish sauce', 'sesame oil', 'garlic', 'ginger', 'corn starch', 'egg roll wrapper', 'water', 'oil']"
Sesame Chicken,4,2400,[Main Dishes],Chinese,"['boneless chicken thigh', 'corn starch', 'sesame paste', 'salt', 'shaoxing wine', 'all purpose flour', 'toasted sesame seed', 'ground white pepper', 'canola oil', 'garlic', 'chicken stock', 'rice vinegar', 'sugar', 'soy sauce', 'dark soy sauce', 'sesame oil', 'scallion']"
Quick & Easy Chinese Noodle Soup,4,600,[Soups],Asian,"['chicken stock', 'spring onion', 'oyster sauce', 'light soy sauce', 'dark soy sauce', 'chinese noodle', 'bok choy']"
Cumin Lamb,4,3300,[Main Dishes],Asian,"['lamb', 'ground cumin', 'corn starch', 'oil', 'light soy sauce', 'shaoxing wine', 'cumin seed', 'red chili pepper', 'red pepper flake', 'sugar', 'scallion', 'chopped cilantro', 'salt']"
Easy Chicken Teriyaki,4,1800,[Main Dishes],Asian,"['chicken tenderloin', 'butter oil', 'onion', 'teriyaki sauce', 'ground ginger', 'garlic powder']"
Asian-Style Chicken Lo Mien,3,2700,[Main Dishes],Asian,"['chicken breast', 'pasta', 'bell pepper', 'carrot', 'snow pea', 'edamame', 'garlic', 'fresh ginger root', 'salt', 'pepper', 'toasted sesame seed', 'sauce', 'vegetable broth', 'tamari soy sauce', 'hoisin sauce', 'honey', 'brown sugar', 'sesame oil', 'rice vinegar', 'corn starch', 'water']"
Asian Lettuce Wraps,4,2100,[],Asian,"['butter lettuce', 'lean ground beef', 'cooking oil', 'onion', 'hoisin sauce', 'garlic', 'soy sauce', 'vinegar', 'gari', 'pepper sauce', 'water chestnut', 'green onion', 'dark sesame oil']"
Chicken Chow Mein â Stir fried Noodles the Indo Chinese way,4,1500,[Main Dishes],Asian,"['soy sauce', 'white wine vinegar', 'chili sauce', 'sugar', 'noodle', 'oil', 'carrot', 'chicken', 'garlic paste', 'salt', 'pepper', 'water', 'spring onion']"
Asian Salad Dressing,3,900,[Salads],Asian,"['lime', 'vegetable oil', 'rice vinegar', ' soy sauce', 'sesame oil', 'ginger', 'brown sugar', 'garlic']"
Spring Rolls,5,2700,,Asian,"['spring roll wrapper', 'rice noodle', 'carrot', 'cucumber', 'green onion', 'soy sauce', 'oil', 'toasted sesame seed']"
Asian Stir-fried Mushrooms,4,1500,[Side Dishes],Asian,"['vegetable oil', 'mixed mushroom', 'green onion', 'garlic clove', 'soy sauce', 'honey', 'fresh coriander']"
Easy 20 Minute Shrimp Fried Rice,4,1200,[Main Dishes],Asian,"['shrimp', 'vegetable oil', 'red pepper flake', 'stir fry sauce', 'yellow onion', 'egg', 'toasted sesame oil', 'soy sauce', 'snow pea', 'rice', 'green onion', 'beansprouts']"
Pot Stickers,4,3300,[],Asian,"['ground pork', 'onion', 'green cabbage', 'fresh ginger', 'sesame oil', 'soy sauce', 'white pepper', 'wonton wrapper', 'vegetable oil', 'chicken stock']"
Roasted Asparagus Recipe with Soy-Sesame Flavors,4,1800,[Side Dishes],Asian,"['asparagus', 'peanut oil', 'soy sauce', 'toasted sesame oil', 'sesame seed']"
Korean-Style Broccoli With Gochujang,4,1200,[Side Dishes],Asian,"['broccoli', 'gochujang base', 'sesame oil', 'soy sauce', 'rice vinegar', 'garlic clove', 'sesame seed']"
Eggplant with Spicy Garlic Sauce,4,1800,,Asian,"['oil', 'asian eggplant', 'garlic chili sauce', 'soy sauce', 'balsamic vinegar', 'water', 'brown sugar', 'ginger', 'green onion']"
Thai Lettuce Wraps,4,1800,[Appetizers],Asian,"['peanut oil', 'ground chicken', 'sesame oil', 'garlic', 'onion', 'hoisin sauce', 'molasses', 'soy sauce', 'ginger', 'sriracha', 'water chestnut', 'green onion', 'freshly ground black pepper', 'butter lettuce', 'carrot', 'cilantro', 'mango', 'red pepper', 'lime juice', 'almond', 'creamy peanut butter', 'coconut milk', ' soy sauce']"
Thai Coconut Broccoli Soup,4,1200,[Soups],Asian,"['olive oil', 'onion', 'garlic clove', 'green curry paste', 'coconut cream', 'matcha green tea powder', 'broccoli', 'celtic salt', 'water']"
Vegan Asian Noodles with Carrots and Tahini Sauce {GF},4,1200,[],Asian,"['mung bean noodle', 'carrot', 'butter lettuce', 'cilantro', 'toasted sesame seed', 'toasted slivered almond', 'tahini', 'tamari soy sauce', 'lime juice', 'garlic chili sauce', 'sesame oil', 'rice vinegar', 'water']"
How to Cook Asian Greens,3,1800,[],Asian,"['gai lan', 'salt', 'vegetable oil', 'oyster sauce', 'stock', 'corn flour']"
Ginger Fried Rice with Poached Egg,3,2100,,Asian,"['neutral oil', 'minced garlic', 'minced ginger', 'salt', 'sliced leek', 'egg', 'cooked rice', 'sesame oil', 'soy sauce']"
Traditional Hummus,4,1200,[Appetizers],Asian,"['garlic', 'garbanzo bean', 'tahini', 'extra virgin olive oil', 'fresh lemon juice', 'salt', 'new york style pita chip']"
Asian BBQ Chicken,4,1800,[Main Dishes],Asian,"['boneless chicken thigh', 'coconut amino', 'tomato sauce', 'tomato paste', 'apple cider vinegar', 'fish sauce', 'honey', 'sesame oil', 'garlic', 'shallot', 'fresh ginger', 'sesame seed', 'sliced green onion']"
Steamed Sew Mai Dumplings,4,3600,[Appetizers],Asian,"['fresh mushroom', 'ground pork', 'shrimp', 'salt', 'sugar', 'sesame oil', 'peanut oil', 'soy sauce', 'oyster sauce', 'pepper', 'won ton wrapper', 'egg', 'flour', 'fish sauce', 'rice vinegar', 'sriracha', 'green onion']"
Asian Chicken Congee,4,2700,[Main Dishes],Asian,"['chicken broth', 'ginger', 'garlic', 'red chili pepper', 'chicken', 'fresh cilantro', 'scallion', 'soy sauce', 'sesame oil', 'sriracha', 'lemon wedge', 'coconut milk', 'curry powder', 'sweet potato', 'chopped tomato', 'salt', 'shrimp', 'fish sauce']"
Thai Yellow Curry Shrimp,4,1500,[Main Dishes],Thai,"['sesame oil', 'sweet onion', 'garlic clove', 'curry powder', 'coconut milk', 'fish sauce', 'brown sugar', 'deveined shrimp', 'vegetable', 'cooked rice']"
Crispy Pork and Bok Choy,4,1800,[Main Dishes],Asian,"['pork', 'garlic', 'ginger root', 'tamari soy sauce', 'rice vinegar', 'sriracha', 'sesame oil', 'green onion', 'baby bok choy', 'extra virgin olive oil', 'cashew nut']"
Sticky Szechuan Beef,4,1800,[Main Dishes],Asian,"['steak', 'honey', 'soy sauce', 'sesame seed', 'sesame oil', 'szechwan peppercorn', 'chinese five spice powder', 'broccoli', 'red chili pepper', 'spring onion', 'garlic', 'pepper', 'rice', 'peanut']"
Asian Cucumber and Carrot Salad,4,1800,[Salads],Asian,"['cucumber', 'carrot', 'grapeseed oil', 'rice vinegar', 'oil', 'sugar', 'soy sauce', 'toasted sesame seed']"
Asian Cucumber Salad,4,1200,[Salads],Asian,"['cucumber', 'honey', 'rice vinegar', 'soy sauce', 'sesame oil', 'toasted sesame seed', 'chili flake']"
Asian Pork Meatballs with Braised Winter Greens,3,2700,[Main Dishes],Asian,"['ground pork', 'shallot', 'thai chile', 'fresh ginger root', 'pepper', 'salt', 'green', 'soy sauce', 'toasted sesame oil', 'flavored oil', 'chicken stock']"
Roasted Radishes with Soy Sauce and Toasted Sesame Seed,5,1800,,Asian,"['radish', 'peanut oil', 'soy sauce', 'green onion', 'sesame seed']"
Simple Minced Pork Noodles,4,1200,[Main Dishes],Asian,"['vegetable oil', 'minced pork', 'fresh shiitake mushroom', 'spring onion', 'sake', 'soy sauce']"
